,content,title,posted_at,url
10,"Après avoir été battu par la formation de Moanda Basketball du Gabon (72-65), le BC Chaux Sport s'est encore incliné lors de cette deuxième phase des éliminatoires de la BAL 2025 dénommée “Elite 16” de la Division Ouest 2024. Cette fois-ci, c'est contre le Stade Malien de Bamako. Il est éliminé du tournoi. Les Congolais font face à un parcours extrêmement difficile lors de ce tournoi de basketball africain. Ce mercredi 6 novembre, ils ont connu une nouvelle fois une situation difficile après avoir subi (65-72) leur deuxième défaite consécutive. Le Chaux Sport a fait face à la domination de son adversaire pendant les trois quarts-temps (17-25, 15-17, 15-20) avant de se démarquer aux quarts de finale (18-10). Pour espérer aller plus loin dans cette campagne africaine, les partenaires de Franck Nyembo, auteur de 13,2 points inscrits lors de cette rencontre et 10,4 rebonds interceptés, devront se réveiller et emporter tous les matchs restants. Le prochain défi de Chaux Sport sera de rivaliser avec le club ivoirien d'ABC Fighters. Ce sera ce jeudi 7 novembre à 20 heures locales.","BAL/Elite 16 : Battu par le Stade Malien, Chaux Sport dit aurevoir à la compétition | Actualite.cd",2024-11-06 18:51:00,https://actualite.cd/2024/11/06/balelite-16-battu-par-le-stade-malien-chaux-sport-dit-aurevoir-la-competition
11,"La ligue nationale de football, dans sa deuxième division, démarre ce week-end avec plusieurs affiches sur différentes pelouses de la RDC. L'Association sportive New Soger compte, l'un des vieux clubs de la ville de Lubumbashi, et évoluant en Ligue 2, se dit prête et entend faire belle figure cette saison. Les ambitions sont fortes, nourries par le tuteur de l'équipe l'honorable Lunda Ndalamba au retour de l'équipe ce mercredi 6 novembre 2024 à Lubumbashi, chef-lieu de la province du Haut-Katanga. C'est donc une nouvelle ère qui sonne pour ce club de la capitale du cuivre. Pour la nouvelle saison 2024-2025 en Ligue, les Douaniers optent pour des stratégies efficaces. Après un recrutement rigoureux et une sérieuse préparation à Gombe-Matadi, près de Mbanza-Ngungu, au Kongo-Central, l'As New Soger est de retour dans son fief natal qu'est la ville de Lubumbashi avec une délégation de 45 personnes dont 40 joueurs. Pour cette saison 2023-2024, l'effectif de l'équipe est composé des jeunes talentueux dénichés par le manager du club Biento Lokilo avec plus d’envie de redorer l'image gagnante de la team. Pour y arriver, un entraîneur suisso-congolais Maurice en la personne de Nyalikasi construit sa team, une équipe aux valeurs de la compétition et des ambitions pour retrouver au mieux la Ligue 1. Une tournée sur la ville de Lubumbashi. De l'aéroport de la Luano jusqu'au local dédié et propre au club vert et blanc.","Ligue 2 : après la préparation, New Soger de retour à Lubumbashi et ambitionne la première division du championnat national, recrutement et staff technique au grand complet avant le démarrage | Actualite.cd",2024-11-06 07:41:00,https://actualite.cd/2024/11/06/ligue-2-apres-la-preparation-new-soger-de-retour-lubumbashi-et-ambitionne-la-premiere
12,"Les résultats de l'élection présidentielle américaine de 2024 sont en cours de dépouillement. À ce jour, Donald Trump a remporté plusieurs États clés, notamment l'Alabama, la Floride, la Caroline du Nord, et l'Ohio. Cependant, le décompte des voix se poursuit dans d'autres États décisifs, et le résultat final de l'élection n'a pas encore été officiellement annoncé. Cependant, Donald Trump est sûr de l’emporter. Il reçoit déjà des félicitations. ACTUALITE.CD vous propose de revenir sur les rapports entre les USA et la RDC ces dernières années. Entre 2017 et 2021, sous la présidence de Donald Trump, les relations entre les États-Unis et la RDC ont connu des périodes de tension et de coopération. En décembre 2017, les États-Unis avaient imposé des sanctions à plusieurs responsables congolais, accusés de corruption et de violations des droits de l'homme, en réaction aux retards dans l'organisation des élections en RDC. En 2018, l'administration Trump avait exprimé des préoccupations quant à la transparence du processus électoral, en particulier lors des élections de décembre qui avaient conduit à l’élection de Félix Tshisekedi. Malgré ces tensions, des échanges diplomatiques avaient été maintenus sur les questions de sécurité régionale et de coopération économique. En 2019, les États-Unis avaient salué la transition pacifique du pouvoir en RDC et exprimé leur soutien aux réformes engagées par Tshisekedi, bien que des préoccupations subsistaient en matière de droits humains et de corruption. Avec l'arrivée de Joe Biden à la Maison Blanche en janvier 2021, les relations se sont approfondies dans le cadre d’une coopération renforcée. En juillet 2021, les États-Unis ont signé un accord de coopération au développement d’un montant de 1,6 milliard de dollars sur cinq ans, ciblant des domaines tels que l'éducation gratuite, la santé, la lutte contre les conflits dans l’est du pays, la croissance économique et la protection de la biodiversité. En décembre 2023, en marge du processus électoral en RDC, les États-Unis avaient appelé les autorités congolaises à garantir un décompte des voix transparent, soulignant l'importance d’un processus libre et équitable. Cependant, aucune sanction n’a été prise dans le cadre électoral. Dans le cadre de la situation sécuritaire à l'est de la RDC, Washington a affiché son soutien au processus de paix de Luanda et rejeté les options militaires, préférant des solutions politiques pour stabiliser la région. Des sanctions ont par ailleurs été imposées en décembre 2023 à trois personnalités congolaises impliquées dans des violences contre des civils dans cette région. En août 2024, les États-Unis ont annoncé un investissement de 15,5 millions de dollars pour des projets d'électrification dans les milieux ruraux de la RDC, dans le cadre de l'initiative Power Africa. En octobre, la RDC a également été désignée pour accueillir le Forum AGOA en 2025. Ce qui peut témoigner des progrès réalisés en matière de gouvernance et de développement économique. En 2024, la politique africaine de Donald Trump s'inscrit dans la continuité de sa doctrine ""America First"". Selon des experts, un second mandat de Trump impliquerait une réduction de l'engagement multilatéral des États-Unis en Afrique, une politique migratoire plus stricte et un désengagement des initiatives climatiques.","États-Unis-RDC : tensions, sanctions et partenariats sous Trump et Biden, vers une politique africaine incertaine ? | Actualite.cd",2024-11-06 09:36:00,https://actualite.cd/index.php/2024/11/06/etats-unis-rdc-tensions-sanctions-et-partenariats-sous-trump-et-biden-vers-une-politique
13,"La caricature de Kash publiée sur ACTUALITE.CD représente Donald Trump dans une attitude provocante vis-à-vis de l’OTAN. L’ancien président américain apparaît en train de défoncer une porte marquée du logo de l'OTAN, avec un panneau indiquant « Chacun doit payer pour sa sécurité », un clin d'œil aux nombreuses critiques qu'il a émises envers les alliés de l’OTAN, leur reprochant de ne pas contribuer suffisamment aux dépenses de défense. Les membres de l’OTAN, symbolisés par des personnages apeurés et certains se cachant sous une table, semblent terrifiés par l'entrée fracassante de Trump, rappelant ses méthodes parfois brutales de diplomatie et ses exigences financières durant son premier mandat. Une affiche en arrière-plan mentionne « Zelensky » et « Ukraine », ce qui situe la caricature dans le contexte actuel de la crise ukrainienne, un sujet brûlant pour l'OTAN et un test pour la solidarité transatlantique. Kash, par cette caricature, met en évidence les tensions que le retour de Trump pourrait créer au sein de l’alliance militaire. Si Trump devait reprendre la présidence, cela pourrait provoquer des secousses diplomatiques, notamment avec ses appels répétés à un partage plus équitable des charges financières, une position qui a souvent déstabilisé les partenaires de l'OTAN. Cette œuvre de Kash capte ainsi l’essence de la diplomatie transactionnelle de Trump, et laisse entrevoir les défis potentiels pour l'unité de l'OTAN dans un contexte géopolitique tendu. Lire aussi:",Retour fracassant de Trump : une menace pour la solidarité au sein de l’OTAN ? | Actualite.cd,2024-11-06 09:52:00,https://actualite.cd/index.php/2024/11/06/retour-fracassant-de-trump-une-menace-pour-la-solidarite-au-sein-de-lotan
14,"Intervenant ce mardi 05 novembre 2024 lors de l’examen périodique universel (EPU) de la situation des droits de l’homme en République Démocratique du Congo par les Etats membres du Conseil des droits de l’homme des Nations-Unies à Genève en Suisse, Ikabu Mujinga Bebia, deuxième secrétaire rapporteur du Conseil supérieur de la magistrature (CSM) est revenue sur la situation des droits de l'homme dans les maisons carcérales en République Démocratique du Congo. Elle a abordé spécifiquement les conditions de détention et de la surpopulation carcérale. Mme Bebia a indiqué qu’en RDC, la concentration démographique dans les centres urbains a comme conséquence, l'augmentation de la criminalité qui dépasse la capacité des institutions pénitentiaires existantes, d'où la surpopulation carcérale. Et de poursuivre : Elle a révélé qu'à la suite des mesures prises par le ministère de la justice, la RDC a réduit sensiblement le taux de détenus préventifs au niveau des maisons carcérales. Par la même occasion, elle est revenue sur les efforts consentis pour la couverture judiciaire par le recrutement des nouveaux magistrats. Depuis son entrée au gouvernement, Constant Mutamba, ministre d'État de la Justice a pris une série de mesures pour désengorger les différentes maisons carcérales à Kinshasa tout comme à l'intérieur du pays. Le gouvernement envisage également de réhabiliter et de construire des nouvelles maisons carcérales.","Droits de l’homme en RDC: à l'ONU, le Conseil supérieur de la magistrature révèle que les statistiques de 41% de détenus préventifs en juillet 2024 de la population carcérale sont “sensiblement réduits” | Actualite.cd",2024-11-06 11:08:00,https://actualite.cd/2024/11/06/droits-de-lhomme-en-rdc-lonu-le-conseil-superieur-de-la-magistrature-revele-que-les
15,"Félix Tshisekedi a adressé ce mercredi ses « vives félicitations » à Donald Trump, en réaction à sa victoire non encore officialisée mais déjà célébrée par certains à l’élection présidentielle américaine de 2024. De son côté, le Président français Emmanuel Macron a également envoyé un message de félicitations à Donald Trump, mentionnant sa volonté de poursuivre leur collaboration. « Prêt à travailler ensemble comme nous avons su le faire durant quatre années. Avec vos convictions et avec les miennes. Avec respect et ambition », a affirmé le président français, insistant sur les enjeux de « paix et de prospérité ». Le décompte des voix de cette élection reste cependant en cours dans plusieurs États-clés des États-Unis. À ce jour, Donald Trump a revendiqué la victoire dans des États stratégiques comme la Floride, l’Alabama, la Caroline du Nord et l’Ohio, mais les résultats définitifs n’ont pas encore été annoncés officiellement. Lire aussi:",Félix Tshisekedi félicite Donald Trump et appelle à un renforcement du partenariat RDC-USA | Actualite.cd,2024-11-06 12:03:00,https://actualite.cd/2024/11/06/felix-tshisekedi-felicite-donald-trump-et-appelle-un-renforcement-du-partenariat-rdc-usa
16,"La transformation numérique, qui a commencé vers les années 1970, a affecté plusieurs secteurs de la vie économique. Le développement du commerce électronique en République démocratique du Congo représente un défi majeur, mais surtout une opportunité pour rentabiliser le commerce informel, qui constitue la colonne vertébrale de l'économie nationale. Ce livre, publié par un spécialiste en administration des affaires, met en évidence les nombreux obstacles (qu'il faut transformer en opportunités) auxquels sont confrontés les acteurs du commerce informel dans cette migration vers l'économie numérique. On note notamment l'accès limité à Internet, principalement en milieu rural (moins de 1 %), et à l'électricité (environ 18% sur l'ensemble du pays), le manque de compétences numériques, la cybercriminalité liée aux transactions en ligne, etc. Toutefois, le commerce électronique offre également un potentiel considérable pour améliorer la visibilité des biens et services, augmenter la rentabilité grâce à la réduction de certains coûts de transaction, et ouvrir l'accès à de nouveaux marchés pour les acteurs du commerce informel. Le développement d'un écosystème numérique inclusif et durable est crucial pour permettre à ce secteur de prospérer et de contribuer à la croissance économique du pays. La création du Ministère du Numérique par le gouvernement congolais représente une initiative novatrice, reflétant la volonté politique de faire des nouvelles technologies un moteur de transformation pour le pays. Cette initiative souligne la compréhension par le gouvernement congolais de l'importance du numérique pour le développement du pays, y compris dans le commerce. C'est dans ce contexte que l'auteur de ce livre formule des recommandations, notamment : (i) investir dans les infrastructures numériques, y compris en milieu rural ; (ii) créer un environnement favorable au développement du e-commerce en en faisant la promotion ; (iii) promouvoir la confiance dans le e-commerce, notamment sur les questions de cybercriminalité ; (iv) renforcer les capacités numériques des acteurs informels, principalement des femmes, qui constituent plus de 70 % des acteurs du secteur informel. Le livre E-commerce et commerce informel en RD Congo : enjeux et défis est disponible sur Amazon, mais aussi en librairie à Kinshasa.",Michel Muvudi publie aux éditions universitaires européennes E-commerce et commerce informel en RD Congo : enjeux et défis | Actualite.cd,2024-11-06 11:52:00,https://actualite.cd/2024/11/06/michel-muvudi-publie-aux-editions-universitaires-europeennes-e-commerce-et-commerce
17,"Le village Makidhi se trouvant dans la chefferie des Walendu Bindi (territoire d'Irumu) a été la cible d'une attaque des combattants des Forces démocratiques alliées (ADF) ce mardi 5 novembre. Le chef du village a été tué, selon les sources locales. Plusieurs civils ont aussi été blessés et des maisons d’habitation incendiées les assaillants. Le député national Pitshou Iribi, élu du territoire d’Irumu déplore la mort du chef du village Makidhi et interpelle les autorités. ""Ce n’est pas normal que ces terroristes cherchent maintenant à venir conquérir le territoire d'Irumu. Il y a peu, ils ont été chassés de Mont Oyo. Nous joignons nos voix à celle de la population pour demander au gouvernement congolais de vite matérialiser la question de la Réserve Armée de la Défense (RAD) qui peuvent directement secourir"", a-t-il dit. Cette attaque intervient quelques semaines seulement après le bombardement des bastions des ADF dans la forêt de Mont Oyo (territoire d’Irumu) par les forces mutualisées des FARDC et UPDF. Au cours de ces bombardements, au moins 118 otages ont réussi à s'échapper des mains des assaillants.",Ituri : un chef du village tué dans une attaque des ADF à Irumu | Actualite.cd,2024-11-06 15:12:00,https://actualite.cd/2024/11/06/ituri-un-chef-du-village-tue-dans-une-attaque-des-adf-irumu
18,"Les Léopards messieurs basketball de la RDC s’apprêtent à prendre part à la  2ème fenêtre des éliminatoires de l'Afrobasket 2025, prévue du 22 au 24 novembre prochain à Dakar au Sénégal. Les Congolais, qui ne sont pas considérés comme favoris dans ce groupe A, devront faire face au Mozambique, au Mali ainsi qu'au Soudan du Sud, qui est le grand favori. Sous l'autorité de Pierrot Ilunga, les ambassadeurs congolais aspirent à briller lors de l'Afrobasket 2025. Cela doit commencer lors de cette période de qualification. Ils ne l'aborderont pas moins avec ambition, c'est certain. À quelques jours du début du rassemblement des Léopards, le sélectionneur national de la RDC, Pierrot Ilunga, s’est exprimé à ACTUALITÉ.CD sur la préparation et la participation de la sélection congolaise. Avant de déclarer : Lors de ces éliminatoires, les trois premiers de ces cinq groupes se qualifieront pour l'Afrobasket 2025, prévu en Angola. Ci-dessous, les noms de ces Léopards seniors présélectionnés : Malela Mutuale (Caen Basket/France), Fred Lumbaki(Quimbex basket /France), Cuma Toto (Chaux Sport/ RDC), Christian Kadima (Terreur/RDC), Christian Lutte (Bosna. S/Bosnie), Matthieu Kenda (Salencia/Espagne), Akim Nkibisaka(Onatra/RDC), Patrick Mwamba (Orchies/France), Rolly Fula (Val de Seine/France), Franck Nyembo (Chaux Sport/RDC), Shekinah Munanga (Shark Antibes/France), Jonathan Kasibabu (Real Betis/Espagne), Emmanuel Wembi  (San Pablo Binga /Espagne),Garmine Kanku (Cantania Estela/Espagne), Jordan Shako (Breogan /Espagne),Florent Thamba  (Blois basket/France), Yannick Nzosa.","Élim/Afrobasket 2025 : « Nous allons chercher plus de victoires pour cette fenêtre, afin d'espérer une qualification » (Pierrot Ilunga) | Actualite.cd",2024-11-06 18:39:00,https://actualite.cd/2024/11/06/elimafrobasket-2025-nous-allons-chercher-plus-de-victoires-pour-cette-fenetre-afin
19,"Le Chef de l'État Félix Tshisekedi a procédé ce mercredi 6 novembre au lancement des travaux des états généraux de la justice sur le thème : ""Pourquoi la justice congolaise est-elle qualifiée de malade ? Quelle thérapie face à cette maladie ?"". Il sera question, au cours de ces travaux, de faire un diagnostic, une autopsie de la situation de la justice congolaise et proposer des solutions et des réformes pour pouvoir relever ce secteur de la vie nationale. Plusieurs participants venus de divers horizons prennent part active à ces assises. Ces travaux vont s’étaler jusqu’au 13 novembre. M. Tshisekedi a émis le vœu de voir le pays “redevenir un sanctuaire où nul n’est au-dessus de la loi”. C’est une épreuve difficile pour la RDC qui a enregistré ces dernières années plusieurs cas d’impunité après notamment des scandales de détournements des deniers publics et de corruption documentés par plusieurs rapports. Après l'ouverture officielle des travaux, les échanges se poursuivent dans les différents panels et commissions avec différents intervenants du secteur de la justice. À l'issue de ces travaux, des recommandations seront formulées en vue de redresser ce secteur de la vie nationale. Ces travaux interviennent 9 ans après les états généraux de 2015, organisés sous le règne du Président Joseph Kabila Kabange par le ministre de la Justice et des Droits humains Alexis Thambwe Mwamba.","États généraux de la justice: Félix Tshisekedi veut que la RDC redevienne ""un sanctuaire où nul n'est au-dessus de la loi"" | Actualite.cd",2024-11-06 17:13:00,https://actualite.cd/2024/11/06/etats-generaux-de-la-justice-felix-tshisekedi-veut-que-la-rdc-redevienne-un-sanctuaire
20,"Dans cette correspondance, ces agents précisent que cela fait 10 mois qu’ils n’ont pas perçu leur prime spécifique, promise par le chef de l’État lors de son dernier passage à Goma en 2021. Cette situation a conduit à une grève avec service minimum depuis le 30 mai 2024, ensuite à une grève sèche depuis le 13 novembre. Ce n’est qu’après une demande du gouverneur militaire du Nord-Kivu que ce personnel a repris un service minimum, avec promesse des plaidoiries pour leur cause auprès du gouvernement central. Dans ce même document, ces agents de surveillance rappellent que le volcan Nyamulagira est en éruption dans son cratère et sur ses flancs depuis le 12 juillet, mettant ainsi en danger la vie des populations riveraines. Pour le volcan Nyiragongo, plus proche de la ville de Goma, une activité intense liée à l’alimentation de son lac de l’aéroport en magma est observée à ces jours. Pour le gaz du lac Kivu, aucun monitoring n’est fait, malgré que nombreuses populations déplacées vivent, pour l’instant, à ses rives. Ils sollicitent ainsi l’implication du chef de l’État pour que leur prime « bloquée au ministère des Finances depuis plusieurs mois soient rendues au personnel de l’OVG ».",Goma : les agents de l’OVG sollicitent l’implication de Félix Tshisekedi pour le paiement de leur prime,2024-11-06 06:03:15,https://actu30.cd/2024/11/goma-les-agents-de-lovg-sollicitent-limplication-de-felix-tshisekedi-pour-le-paiement-de-leur-prime/
21,"Il a promis de veiller à ce que les recommandations qui sortiront de ces assises soient réellement appliquées.  »  », a-t-il indiqué. Le président de la Cour constitutionnelle a rappelé les objectifs et recommandations issues des états généraux de 2015, afin de poser un diagnostic du fonctionnement de l’appareil judiciaire. Plusieurs commissions seront mises en place lors de ces assises pour dresser le bilan de la Justice congolaise, en dépit de nombreuses lois dont elle dispose, de poser un diagnostic autour de plusieurs thématiques.",États généraux de la justice : le président du conseil supérieur de la magistrature promet de veiller à l’exécution des recommandations attendues,2024-11-06 11:59:32,https://actu30.cd/2024/11/etats-generaux-de-la-justice-le-president-du-conseil-superieur-de-la-magistrature-promet-de-veiller-a-lexecution-des-recommandations-attendues-2/
22,"«  s »a déclaré Félix Tshisekedi. Le président de la République a souligné que des sanctions seront désormais prises contre ceux qui marchent contre l’éthique et la probité. «  « , a-t-il rassuré. Par ailleurs, il a appelé un état de lieux exhaustif du système judiciaire congolais afin d’apporter des solutions idoines.",Félix Tshisekedi : « notre justice sera purgée du fléau des antivaleurs…le temps des avertissements est revolu »,2024-11-06 11:45:10,https://actu30.cd/2024/11/etats-generaux-de-la-justice-le-president-du-conseil-superieur-de-la-magistrature-promet-de-veiller-a-lexecution-des-recommandations-attendues/
23,"Près de 850 victimes d’expropriation de parcelles riveraines de l’aéroport national de Mbuji-Mayi, au Kasai-oriental, ont reçu des jetons d’octroi de nouvelles propriétés foncières de la part de la Division provinciale des titres fonciers le mardi 05 novembre 2024. L’information est confirmée à la presse par Moïse Kabeya, chef du quartier adjoint de la Plaine situé dans la commune de Bipemba, dans le chef-lieu du Kasaï Oriental. «   », a expliqué Moïse Kabeya, chef du quartier adjoint de la Plaine, dans la commune de Bipemba. Toutefois, les victimes de l’expropriation des parcelles au quartier de la Plaine saluent l’octroi des jetons, tout en réclamant l’indemnisation de la valeur immobilière de leurs parcelles avec des maisons démolies et celle des effets volés et vandalisés par les malfrats et autres inciviques lors de l’opération de la démolition de leurs domaines. Signalons que le nouveau site qui est disponibilisé pour la délocalisation du quartier de la Plaine est à Bena Ntumba, village du groupement de Bakwa Nsumpi , dans le territoire de Lupatapata, à environ 8 Km à l’Ouest de la ville de Mbuji-Mayi.",Mbuji-Mayi : près de 850 victimes d’expropriation de parcelles bénéficient des titres fonciers,2024-11-06 06:10:26,https://actu30.cd/2024/11/mbuji-mayi-pres-de-850-victimes-dexpropriation-de-parcelles-beneficient-des-titres-fonciers/
24,"A en croire le compte X de la présidence de la RDC, le chef de l’État congolais se dit disposé à renforcer la coopération bilatérale avec les États-Unis. «  « , lit-on sur le compte X de la présidence de la RDC. A noter que le Républicain Donald Trump, a été élu 47è président des États-Unis. Il succède au démocrate Joe Biden.",Présidentielle américaine : les félicitations de Félix Tshisekedi à Donald Trump,2024-11-06 09:30:43,https://actu30.cd/2024/11/presidentielle-americaine-les-felicitations-de-felix-tshisekedi-a-donald-trump/
25,"Prenant la parole en premier, le bâtonnier national Michel Shebele Makoba a fait un plaidoyer sur le rôle de la « médiation et la conciliation dans l’exécution des arrêts du Conseil d’État ». De son côté, le procureur général près cette juridiction, Iluta Ikombe Yamama, a consacré sa mercuriale à « l’étude prospective du rôle du ministère public pour une justice administrative plus efficiente en République démocratique du Congo». Pour sa part, la 1ère présidente du Conseil d’État, Marthe Odio Nonde, a axé son intervention sur « les mécanismes de contrôle des actes des autorités administratives centrales par le Conseil d’État ». «   », a-t-elle indiqué. Il sied de noter que le Conseil d’État est la plus haute juridiction de l’ordre administratif en RDC. Il dispose ainsi du pouvoir général de disposition, de gestion, de surveillance, d’inspection et de rapportage de l’ensemble des juridictions de l’ordre administratif.",Conseil d’État : la 1ère présidente veut s’attaquer aux actes du gouvernement qui échappent à tout contrôle juridictionnel,2024-11-06 06:24:21,https://actu30.cd/2024/11/conseil-detat-la-1ere-presidente-veut-sattaquer-aux-actes-du-gouvernement-qui-echappent-a-tout-controle-juridictionnel/
26,"«   », a déclaré Yango Katchelewa, président de l’ASADHO/Kabambare. Signalons que le gouverneur du Maniema avait initié, depuis octobre dernier, une série de taxes conventionnelles pour financer le désenclavement de la province.",Maniema / Taxes conventionnelles : le gouvernement provincial appelé à publier régulièrement les fonds collectés,2024-11-06 05:46:27,https://actu30.cd/2024/11/maniema-taxes-conventionnelles-le-gouvernement-provincial-appele-a-publier-regulierement-les-fonds-collectes/
27,"À l’issue de cette audience, Adama Dieng a félicité le président Félix Tshisekedi pour l’élection de la République démocratique du Congo au Conseil des droits de l’homme des Nations-Unies pour les trois prochaines années. Alors que la RDC s’apprête à présider le Conseil de paix et de sécurité de l’Union africaine au cours de ce mois de novembre, Adama Dieng dit compter sur le leadership du chef de l’État dans l’accomplissement de cette mission. «  », a indiqué le diplomate sénégalais. Par ailleurs, le haut fonctionnaire de l’UA a promis d’accompagner le gouvernement pour le positionnement de la République démocratique du Congo comme pays champion de la protection des populations civiles en danger.",L’UA promet d’accompagner la RDC dans la protection des populations civiles en danger,2024-11-06 05:34:07,https://actu30.cd/2024/11/lua-promet-daccompagner-la-rdc-dans-la-protection-des-populations-civiles-en-danger/
28,"La LINAFOOT révèle également que les recettes de ces matches de la 30ème édition du championnat national Illicocash Ligue 1, groupe B, sont aussi saisies en attendant les conclusions qui découleront de l’examen des rapports des officiels des matches. Rappelons que ces matches se sont soldés par un nul de zéro but pour l’affiche AS V. Club – Les Aigles du Congo et victoire de l’AS Dauphin noir contre l’OC Renaissance du Congo (2-1).",Foot – Ligue 1 : les résultats de deux matches suspendus,2024-11-06 05:05:14,https://actu30.cd/2024/11/foot-ligue-1-les-resultats-de-deux-matches-suspendus/
29,"Pourtant étincelant lors des matches des éliminatoires joués à Douala, le représentant de la RDC n’a pas pû faire mieux devant les gabonais lors de cette première journée. Et pour rectifier les tirs, les Gorilles vont affronter, ce mercredi, le stade Malien (Mali). Pour cette rencontre, la défaite est interdite pour les congolais. En cas de qualification, le BC Chaux Sport de Bukavu sera le deuxième club congolais à dépasser cette échéance depuis Espoir Fukash, qui a porté le drapeau de la RDC lors de la saison 2022 de la BAL.",Basket Africa league 2025 – Élite 16 : Chaux Sport de la RDC démarre par une défaite,2024-11-06 05:11:56,https://actu30.cd/2024/11/basket-africa-league-2025-elite-16-chaux-sport-de-la-rdc-demarre-par-une-defaite/
30,"Au sortir de cette rencontre, l’abbé Théodore Kanyiki a fait savoir qu’il a transmis au chef de l’État les désidératas de la population victime de cette démolition. «  », a-t-il fait savoir. À l’en croire, le chef de l’État a promis de dépêcher la ministre des Affaires sociales sur place à Mbuji-mayi, pour rencontrer cette population. Par ailleurs, ce prélat catholique a renseigné que, sur instruction du président de la République, une commission chargée d’indemniser les victimes sera bientôt constituée. Il sied de noter que plus 800 maisons situées sur les avenues Dodoma et Zaïre, au quartier de la Plaine, dans la commune de Bipemba, à Mbuji-Mayi, ont été démolies pour faciliter la poursuite des travaux de modernisation de l’aéroport de cette province , amorcés en 2022.",Réhabilitation de l’aéroport de Mbuji-Mayi : les propriétaires des maisons démolies seront indemnisés,2024-11-06 05:15:09,https://actu30.cd/2024/11/rehabilitation-de-laeroport-de-mbuji-mayi-les-proprietaires-des-maisons-demolies-seront-indemnises/
31,Les opérateurs économiques ont fermé leurs boutiques pour dénoncer ce qu’ils qualifient de tracasseries de la part de la Direction générale des recettes de Lomami (DGRLO). Rappelons que cela fait un mois depuis que la DGRLO effectue un recouvrement forcé dans le territoire de Luilu particulièrement et sur toute l’étendue de la province de Lomami en général.  ,"Lomami : à Luputa, les activités commerciales paralysées suite au recouvrement forcé des taxes",2024-11-06 05:41:16,https://actu30.cd/2024/11/lomami-a-luputa-les-activites-commerciales-paralysees-suite-au-recouvrement-force-des-taxes/
32,"À l’en croire, en dépit de la situation sécuritaire préoccupante à l’Est de la RDC, le pays reste une attraction pour les investisseurs dans plusieurs secteurs. «  , a-t-elle déclaré Et d’ajouter : «  ». Concernant, l’épineuse question sur l’intégration de la communauté LGBT, la vice-ministre des Affaires étrangères a relevé que dans le cadre des droits de l’homme, cette communauté ne fait pas sujet à des discriminations. «   », a-t-elle fait savoir. Il sied de noter que la République démocratique du Congo est représentée à cette session par la ministre des Droits humains, celui de la Communication et médias, la vice-ministre des Affaires étrangères et le premier vice-président de l’Assemblée nationale.",RDC : « La pratique de LGBT ne fait pas partie de nos valeurs » (Gracia Yamba),2024-11-06 00:51:31,https://actu30.cd/2024/11/rdc-la-pratique-de-lgbt-ne-fait-pas-partie-de-nos-valeurs-gracia-yamba/
33,"Selon Christophe Munyanderu, responsable de l’ONG-DG convention pour le respect des droits humains (CRDH), antenne d’Irumu, des civils ont été tués et plusieurs maisons des habitants de Makidhi incendiés. Cet activiste des droits humains indique qu’après cette attaque, ces rebelles ADF ont pris la direction du Sud-Est de la chefferie de Walendu-Bindi, laissant des dégâts importants derrière eux. Tout en déplorant cette incursion, Christophe Munyanderu invite la population à la vigilance et à briser la peur afin de faire face à l’ennemi. Il demande aux autorités militaires de voir comment poursuivre les rebelles ADF dans leur dernier retranchement. Irumu : les ADF tuent un chef coutumier et incendient plusieurs maisons Des hommes armés identifiés comme des rebelles ADF ont signé une attaque, mardi 5 novembre 2024, au village Makidhi, entité du groupement Boloma, dans la chefferie de Walendu-Bindi, en territoire d’Irumu, province de l’Ituri. Selon Christophe Munyanderu, responsable de l’ONG-DG convention pour le respect des droits humains (CRDH), antenne d’Irumu, des civils ont été tués et plusieurs maisons des habitants de Makidhi incendiés. Cet activiste des droits humains indique qu’après cette attaque, ces rebelles ADF ont pris la direction du Sud-Est de la chefferie de Walendu-Bindi, laissant des dégâts importants derrière eux. Tout en déplorant cette incursion, Christophe Munyanderu invite la population à la vigilance et à briser la peur afin de faire face à l’ennemi. Il demande aux autorités militaires de voir comment poursuivre les rebelles ADF dans leur dernier retranchement.",Irumu : les ADF tuent un chef coutumier et incendient plusieurs maisons,2024-11-06 05:57:57,https://actu30.cd/2024/11/irumu-les-adf-tuent-un-chef-coutumier-et-incendient-plusieurs-maisons/
